Area,Name,Rating,Total Ratings,Address,Latitude,Longitude,Popularity Score,Estimated Monthly Visitors,Average Spend,Estimated Revenue,Cafe Category,
Ghatkopar,Krishna Cafe,4.3,93,"Shop No 1A Lakshminarayan ln, Mahatma Gandhi Rd, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.080745,72.9043409,399.9,2325,? 350.00,"? 8,13,750.00",Popular,
Ghatkopar,Tkaf??,4.8,65,"Kailash Plaza, 14(a)(b, Vallabh Baug Ln, MHADA Colony, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0789497,72.9095796,312,1625,? 550.00,"? 8,93,750.00",Premium,
Ghatkopar,Barista - Ghatkopar,4.2,144,"shop 18,19, 20, Saidham Society, Garodia Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0745757,72.9054375,604.8,3600,? 350.00,"? 12,60,000.00",Popular,
Ghatkopar,CHAIGARAM Pocket Cafe Ghatkopar,4.6,71,"3 Parmeshwar dham, Rd Number 7, Mumbai, 77, India",19.0769444,72.9030289,326.6,1775,? 450.00,"? 7,98,750.00",Premium,
Ghatkopar,Mani's cafe,4.3,808,"Odeon Apartments, Ramnarayan Narkar Marg, Janak Kutir, MHADA Colony, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0791914,72.9086259,3474.4,20200,? 350.00,"? 70,70,000.00",Popular,
Ghatkopar,Ghatkopar Social,3.8,286,"Unit G73, Ground Floor, North Wing, R-City Mall, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",19.0995042,72.9166443,1086.8,7150,? 350.00,"? 25,02,500.00",Average,
Ghatkopar,The Dessert Republic?? - Ghatkopar,4,83,"7, New Happy Home Society Opp Hotel New Achija, Next to Pavillion Hotel, Khau Galli, Corner of, Tilak Rd, Ghatkopar (E, Mumbai, Maharashtra 400077, India",19.079868,72.9057519,332,2075,? 350.00,"? 7,26,250.00",Popular,
Ghatkopar,The Chocolate Heaven,3.8,185,"Shop No. 7&8, Savani Apartments, Junction, Mahatma Gandhi Rd, Raja Wadi, Maheshwar Nagar, Rajawadi Colony, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0789555,72.9042572,703,4625,? 350.00,"? 16,18,750.00",Average,
Ghatkopar,Monopoly Ghatkopar,4.2,91,"Shop No. 2, Ground Floor, Vallabh Vihar Building, Mahatma Gandhi Rd, opp. Kotak Mahindra Bank, Rajawadi Colony, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0785084,72.9038911,382.2,2275,? 350.00,"? 7,96,250.00",Popular,
Ghatkopar,CocoCart & CocoCafe R-City,4.7,130,"R City Mall, TF 08 & 09, 3rd Floor, Ghatkopar West, Mumbai, Maharashtra 400086, India",19.0993558,72.9163421,611,3250,? 550.00,"? 17,87,500.00",Premium,
Ghatkopar,Steamy Mugs,4.5,2253,"Bldg No: 11, Shop No: 1, Pushpanjali CHS, next to Krushna Classes, near Sahyadri Ground, Tilak Nagar, Chembur, Mumbai, Maharashtra 400089, India",19.0701205,72.8975121,10138.5,56325,? 450.00,"? 2,53,46,250.00",Premium,
Ghatkopar,We Wake Kaffee,4.2,17,"Vikrant Circle, Tilak Rd, opp. Vasundhara Building, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0758356,72.9052988,71.4,425,? 350.00,"? 1,48,750.00",Popular,
Ghatkopar,"Baithack - Taste of Kulhad, Ghatkopar",4.7,44,"Shop no. 3, Jai-Vijay Co-op Society, opp. Hindi High School, CGS Colony, Ghatkopar West, Mumbai, Maharashtra 400086, India",19.087616,72.9093051,206.8,1100,? 550.00,"? 6,05,000.00",Premium,
Ghatkopar,FIRE POT RESTAURANT,4.9,126,"3VGX+VVJ, near Somaiya University, Vidyanagar, Vidya Vihar East, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0772187,72.8996573,617.4,3150,? 550.00,"? 17,32,500.00",Premium,
Ghatkopar,Monica family Restaurant&Bar,4.4,401,"New, 90 Feet Rd, Park Society, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India",19.0799691,72.9110897,1764.4,10025,? 450.00,"? 45,11,250.00",Popular,
Ghatkopar,Starbucks,4.3,630,"Ground Floor, Dhoot Business Centre, Dhanlaxmi Building, RB Mehta Marg, near Shri, Neelkanth Chhaya Co-op Housing Society, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0774583,72.9072967,2709,15750,? 350.00,"? 55,12,500.00",Popular,
Ghatkopar,Pure Milk & Snacks Center,4.1,10076,"Vikrant bldg, vikrant circle, RB Mehta Marg, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0750492,72.9039071,41311.6,251900,? 350.00,"? 8,81,65,000.00",Popular,
Ghatkopar,Mota Bhai Cafe,4,428,"Mota Bhai Cafe, Roller Coaster Ice Cream, Vallabh Baugh Lane, Tilak Rd, near Achija Hotel, Ghatkopar (E, Mumbai, Maharashtra 400077, India",19.0800628,72.9053703,1712,10700,? 350.00,"? 37,45,000.00",Popular,
Ghatkopar,Mumbai Bites - Ghatkopar,4.4,80,"Mumbai Bites, 90 Feet Rd, near Patel copy center, opp. Kailash Plaza, NG37, Ghatkopar East, Mumbai, Maharashtra 400075, India",19.0788591,72.910521,352,2000,? 450.00,"? 9,00,000.00",Popular,
Ghatkopar,Granville Greens (Ghatkopar),4,2056,"1, Ramnarayan Narkar Marg, next to R Odeon Mall, MHADA Colony, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0794827,72.9092876,8224,51400,? 350.00,"? 1,79,90,000.00",Popular,
Ghatkopar,Rameshwaram Cafe,4.2,150,"3WP6+7H5, Shival Nagar, Saibaba Nagar, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India",19.0856503,72.9114769,630,3750,? 350.00,"? 13,12,500.00",Popular,
Ghatkopar,Desire Instant Chai,4.5,39,"A-7, Gayatri Dham, Derasar Lane, Mahatma Gandhi Rd, opp. ZEST BUSINESS SPACES, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.082504,72.9049303,175.5,975,? 450.00,"? 4,38,750.00",Premium,
Ghatkopar,CAFE VIBEZZ,4.7,26,"459, Ambedkar Nagar, No 7 1, Sarvoday Buddh Vihar Marg, opp. to Natraj Bar, near Somaiya College, Rajawadi Colony, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0773985,72.8997221,122.2,650,? 550.00,"? 3,57,500.00",Premium,
Ghatkopar,B.E. Bytes,4.9,70,"Hingwala Ln, Saibaba Nagar, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0823477,72.9088118,343,1750,? 550.00,"? 9,62,500.00",Premium,
Ghatkopar,Mi FAVORITO - LA CASA DE FUSION CENAR...,4,832,"Shop No.5, Parvati Sadan, Tilak Rd, near Balaji Temple, opp. Annapurna Industrial Estate, Raja Wadi, Maheshwar Nagar, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0791119,72.9056781,3328,20800,? 350.00,"? 72,80,000.00",Popular,
Ghatkopar,Chatoree,3.6,249,"3rd Floor, R City Mall, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",19.0988034,72.9166287,896.4,6225,? 350.00,"? 21,78,750.00",Average,
Ghatkopar,R-Steam Hot,4.3,739,"Shop No 10-a, Kailash Plaza, Vallabh Baug Ln, MHADA Colony, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0788274,72.9099408,3177.7,18475,? 350.00,"? 64,66,250.00",Popular,
Ghatkopar,Starbucks,4.4,2307,"Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",19.0996544,72.9162627,10150.8,57675,? 450.00,"? 2,59,53,750.00",Popular,
Ghatkopar,Bombay Island Coffee Company | Vikhroli,4.6,284,"GODREJ ONE, Shop #4, Tower C, Retail Street, The Trees, Pirojshanagar, Vikhroli, Mumbai, Maharashtra 400079, India",19.0931472,72.9202385,1306.4,7100,? 450.00,"? 31,95,000.00",Premium,
Ghatkopar,"Le Cafe | Best European Cafe in Chembur, Mumbai",4.4,3152,"Jewel of chembur, Rd No. 1, opp. Bmc OFFice, near Natraj Cinema, Chembur Gaothan, Chembur, Mumbai, Maharashtra 400071, India",19.0615942,72.899741,13868.8,78800,? 450.00,"? 3,54,60,000.00",Popular,
Ghatkopar,Monopoly ghatkopar,3.6,96,"Shop 9 Jayant Villa Hingwala Lane, Tilak Road, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0828592,72.9070179,345.6,2400,? 350.00,"? 8,40,000.00",Average,
Ghatkopar,"Parichai, Espress Yourself",4.6,504,"Building no. 15, Sarva Mangal towers, Shop no, 4, West, opp. Sahyadri Garden, Tilak Nagar, Chembur, Mumbai, Maharashtra 400089, India",19.0693972,72.8969296,2318.4,12600,? 450.00,"? 56,70,000.00",Premium,
Ghatkopar,House of delicious (Vidhyvihar),4.7,66,"Shop 3, veer apartment, 7th road, opp. from somiya college gate1, Vidyanagar, Vidya Vihar East, Vidyavihar, Mumbai, Maharashtra 400077, India",19.0771571,72.9007844,310.2,1650,? 550.00,"? 9,07,500.00",Premium,
Ghatkopar,Vishwa Bharat Fine Dine,4.2,1388,"Shop No 1, Laxmi Shopping Centre, 2 & 3, HD Road, near Railway Station, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India",19.0865798,72.908105,5829.6,34700,? 350.00,"? 1,21,45,000.00",Popular,
Ghatkopar,cafe shalimar family restaurant,3.8,927,"Cafe Shalimar, Lal Bahadur Shastri Marg, opposite Dargha, near Damodar Park, Nityanand Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",19.0963089,72.9153296,3522.6,23175,? 350.00,"? 81,11,250.00",Average,
Ghatkopar,Pavilion Veg Restaurant,4.3,2219,"Happy Home, Vallabh Baug Ln, Raja Wadi, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0799212,72.9056609,9541.7,55475,? 350.00,"? 1,94,16,250.00",Popular,
Ghatkopar,The Belgian Waffle Co.,4.1,542,"Shop No.11, Vasant Nivas, Tilak Rd, corner, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0797883,72.9061414,2222.2,13550,? 350.00,"? 47,42,500.00",Popular,
Ghatkopar,Desire Instant Chai,4.1,33,"Shop no.2, Shivkrupa Sadan, Karani Ln, Ghatkopar West, Mumbai, Maharashtra 400077, India",19.0870695,72.904444,135.3,825,? 350.00,"? 2,88,750.00",Popular,
Ghatkopar,BouganVilla,4.5,5001,"Ground Floor, Neelyog Square Mall, opp. Metro & Railway Station, Shival Nagar, Saibaba Nagar, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0853876,72.9090244,22504.5,125025,? 450.00,"? 5,62,61,250.00",Premium,
Ghatkopar,Pop Tate's R-City Mall,4.3,993,"R City Mall, Ground Ground Floor, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",19.0993558,72.9163421,4269.9,24825,? 350.00,"? 86,88,750.00",Popular,
Ghatkopar,Blossom The Fusion Spot,4.1,1854,"Jhulelal Chowk, Sindhu Wadi, Ghatkopar (E, Mumbai, Maharashtra 400077, India",19.0752265,72.9051973,7601.4,46350,? 350.00,"? 1,62,22,500.00",Popular,
Ghatkopar,"Khau Galli, Ghatkopar",4.1,62,"No.2, Shop No.5, Vallabh Baug Lane, Jalaram Nagar, opposite Laxmi Narayan Mandir, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0804469,72.9045874,254.2,1550,? 350.00,"? 5,42,500.00",Popular,
Ghatkopar,Madras Talkies Ghatkopar East,4.7,513,"Shop no 2, Ground Floor, Building no 32, near Brijwasi Sweets, Shival Nagar, Gaurishankar Wadi, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India",19.0852514,72.9123632,2411.1,12825,? 550.00,"? 70,53,750.00",Premium,
Ghatkopar,INDIAN TOUCH,4.3,416,"Patel chowk, opposite to Natural icecream, Ghatkopar East, Mumbai, Maharashtra 400077, India",19.0839535,72.9091473,1788.8,10400,? 350.00,"? 36,40,000.00",Popular,
Ghatkopar,CYCLOSTOP - Cycles on Rent,4.9,37,"RN, Kailash Tower, Ramnarayan Narkar Marg, opp. Rodeon Mall, MHADA Colony, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India",19.0792893,72.9100985,181.3,925,? 550.00,"? 5,08,750.00",Premium,
Ghatkopar,Fusion Zaika,4.2,63,"Bus stop, Eastern Express Hwy, near Nalanda Nagar, Ghatkopar, Nalanda Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India",19.0746126,72.9131237,264.6,1575,? 350.00,"? 5,51,250.00",Popular,
Ghatkopar,Pavis Cafe,5,3,"Shop no4 Anthurium building 8 90feet road, t, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India",19.0824569,72.9127723,15,75,? 550.00,"? 41,250.00",Premium,
Mulund,DÉ??Cr?¶pes Cafe,4.3,1529,"Shop Number 14, Runwal Anthurium, Lal Bahadur Shastri Marg, next to FabIndia Shop, Veena Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1807445,72.9467345,6574.7,38225,? 350.00,"? 1,33,78,750.00",Popular,
Mulund,Love & Latte Mulund,4,1791,"Shop 36, Avior, Lal Bahadur Shastri Marg, P&T Staff Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1728739,72.9414729,7164,44775,? 350.00,"? 1,56,71,250.00",Popular,
Mulund,Mastermind Bicycle Cafe & Bar,4.4,358,"LG-38-39, Nirmal Galaxy, Avior Corporate Park, Lal Bahadur Shastri Marg, opp. Johnson & Johnson, P&T Staff Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1724341,72.9413078,1575.2,8950,? 450.00,"? 40,27,500.00",Popular,
Mulund,Mani's Cafe,4.3,2549,"Shop no. 4 and 5, Sai Madhuvan CHS, S.L ROAD, and, RHB Rd, junction, Mulund West, Mumbai, Maharashtra 400080, India",19.1715173,72.9529869,10960.7,63725,? 350.00,"? 2,23,03,750.00",Popular,
Mulund,Third Wave Coffee,4.8,1114,"RUNWAL GREENS, Shop No G 40 and G 41, R-Galleria, Mulund - Goregaon Link Rd, Mulund West, Mumbai, Maharashtra 400078, India",19.1608228,72.9453872,5347.2,27850,? 550.00,"? 1,53,17,500.00",Premium,
Mulund,TheGreenTable,4.3,172,"Shop No 26, Marathon Monte Plaza, Madan Mohan Malviya Rd, Asha Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.170914,72.9436907,739.6,4300,? 350.00,"? 15,05,000.00",Popular,
Mulund,Samvene The Bagel Cafe (Mulund),4.6,354,"Shop no. 9, Manisha Corporate Park, MG Road, near Mulund Station, Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.17284,72.9555194,1628.4,8850,? 450.00,"? 39,82,500.00",Premium,
Mulund,Cafe ETC (Eat Talk Cherish),4.3,256,"Purshottam Kheraj Industrial Estate, G4 - Mehhal, Devi Dayal Rd, near Fire Station, Mulund West, Mumbai, Maharashtra 400080, India",19.1755844,72.9435905,1100.8,6400,? 350.00,"? 22,40,000.00",Popular,
Mulund,The Laughter Chapter Cafe,4,1374,"College Of Commerce, E-4, Shanti Bhuvan, Sarojini Naidu Road, Opp. Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.174411,72.958137,5496,34350,? 350.00,"? 1,20,22,500.00",Popular,
Mulund,Tea and Conversations,4.4,1585,"G-3, Meghal Industrial Estate, Lala Devidayal Road, near Fire Brigade, Mumbai, Maharashtra 400080, India",19.1755423,72.9435793,6974,39625,? 450.00,"? 1,78,31,250.00",Popular,
Mulund,The Food Studio,4.1,7458,"The Food Studio, Mulund - Goregaon Link Rd, Nahur West, Sarvodaya Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1618366,72.9444977,30577.8,186450,? 350.00,"? 6,52,57,500.00",Popular,
Mulund,Blue Tokai Coffee Roasters - Mulund,4.6,58,"Shop No 56 & 57 Ground Floor, RUNWAL GREENS, Mulund - Goregaon Link Rd, Nahur West, Industrial Area, Mulund West, Mumbai, Maharashtra 400078, India",19.159941,72.945496,266.8,1450,? 450.00,"? 6,52,500.00",Premium,
Mulund,Bake Live Studio - Mulund,4.4,266,"shop no. 2 & 3, Moreshwar Towers, MG Road, opp. Saarthi Health Care, Mulund West, Mumbai, Maharashtra 400080, India",19.1768242,72.9514775,1170.4,6650,? 450.00,"? 29,92,500.00",Popular,
Mulund,Shree Balaji's cafe,4.2,160,"Shop No: 7, vasant gardens, Willows Twin Tower Co-Operative Housing Society, Lal Bahadur Shastri Marg, Veena Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1811685,72.9407074,672,4000,? 350.00,"? 14,00,000.00",Popular,
Mulund,Coolhad Katta Cafe & Restaurant | Best tea cafe in Mumbai,4.3,151,"6A/5B, Golden Willows Society, opp Silver Birch, next to ICICI Bank Swapna Nagari, near Shawarmaji Mulund outlet, Veena Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1804873,72.9400495,649.3,3775,? 350.00,"? 13,21,250.00",Popular,
Mulund,Cafe Cypress,4.5,155,"Cypress CHS, Shop no 1&2 Municipal Market Building, opposite GOLDEN WILLOWS, CHS, Mulund West, Mumbai, Maharashtra 400080, India",19.1809243,72.93974,697.5,3875,? 450.00,"? 17,43,750.00",Premium,
Mulund,Mani's cafe,4.3,1501,"Shop 1\2. Ground floor Sainath nagar, VB Phadake Rd, opp. campus veg treat, Navghar, Mulund East, Mumbai, Maharashtra 400081, India",19.168359,72.9609105,6454.3,37525,? 350.00,"? 1,31,33,750.00",Popular,
Mulund,Starbucks,4.5,66,"Ground Floor, Willow Tower, Willows Twin Tower Co-Operative Housing Society, Veena Nagar, Mulund West, Mumbai, Maharashtra 400082, India",19.1811236,72.9406345,297,1650,? 450.00,"? 7,42,500.00",Premium,
Mulund,Caf?? Gup-shup,4.6,193,"Zenith Tower, Purushottam Kheraj Rd, opposite Caf?? Gup-Shup, Keshav Pada, Mulund West, Mumbai, Maharashtra 400080, India",19.170771,72.9474325,887.8,4825,? 450.00,"? 21,71,250.00",Premium,
Mulund,L'amor,4.4,119,"Cypress CHS, Shop No 19 Silver Birch, Mulund West, Mumbai, Maharashtra 400080, India",19.1808397,72.939139,523.6,2975,? 450.00,"? 13,38,750.00",Popular,
Mulund,Cafe Kadak Special,4.7,167,"Gala No.1, Patil Bhavan, NS Rd, Mulund West, Mumbai, Maharashtra 400080, India",19.1735806,72.956179,784.9,4175,? 550.00,"? 22,96,250.00",Premium,
Mulund,Pop Tate's R Mall Mulund,4.3,5101,"3rd Floor, R Mall, Lal Bahadur Shastri Marg, Kamgar Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1838121,72.9512266,21934.3,127525,? 350.00,"? 4,46,33,750.00",Popular,
Mulund,TIAMO CAFFE & BAR,4.2,779,"near Chedda Petrol Pump, near ESIS hospital, Veena Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1781215,72.94426,3271.8,19475,? 350.00,"? 68,16,250.00",Popular,
Mulund,"The Playce: Coworking, Events & Cafe",4.7,1000,"Marathon Maxima, Lal Bahadur Shastri Marg, near Sonapur Signal, Moti Nagar, Mulund Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1643123,72.9371837,4700,25000,? 550.00,"? 1,37,50,000.00",Premium,
Mulund,Achija Mulund,4.3,3221,"Monte Plaza, Madan Mohan Malviya Rd, MTNL Colony, Keshav Pada, Mulund West, Mumbai, Maharashtra 400080, India",19.1714503,72.9432356,13850.3,80525,? 350.00,"? 2,81,83,750.00",Popular,
Mulund,Tea and Conversations,4.1,226,"Shop No. 4, Mam Trilok Building, VB Phadake Rd, Navghar, Mulund East, Mumbai, Maharashtra 400081, India",19.1669461,72.9605293,926.6,5650,? 350.00,"? 19,77,500.00",Popular,
Mulund,Make My Day,4.1,324,"R' Galleria, G-39, Runwal Greens, Mulund - Goregaon Link Rd, Mulund (W, Mumbai, Maharashtra 400078, India",19.1607719,72.9453959,1328.4,8100,? 350.00,"? 28,35,000.00",Popular,
Mulund,Cakes N Chemistry - Custom Cakes & Bakery,4.2,719,"Shop No.7, Vista Amenity, D, P Road, Asha Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.170562,72.9427652,3019.8,17975,? 350.00,"? 62,91,250.00",Popular,
Mulund,Dessertwale,4.6,123,"Shop no 09, Golden Willows Rd, Silver Birch Society, Swapna Nagari, Veena Nagar, Mulund West, Mumbai, Maharashtra 400080, India",19.1805703,72.9400531,565.8,3075,? 450.00,"? 13,83,750.00",Premium,
Mulund,CAFE MUMBAI-80,4.3,53,"R Mall, Shop no 8,3 rd, Lal Bahadur Shastri Marg, opp. RICHARDSON CRUDDAS FACTORY, Kamgar Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1838791,72.9517233,227.9,1325,? 350.00,"? 4,63,750.00",Popular,
Mulund,Chaayos Cafe at Runwal Greens,4,1061,"RUNWAL GREENS, 21, Mulund - Goregaon Link Rd, next to Fortis Hospital, Nahur West, Industrial Area, Mulund West, Mumbai, Maharashtra 400081, India",19.1610196,72.9447607,4244,26525,? 350.00,"? 92,83,750.00",Popular,
Mulund,R-Steam Hot (AC),4.3,2196,"Shop No. 4, Lalan Building, Devi Dayal Rd, near Murar Road, Chandraprabha Chs, Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.1757796,72.9514969,9442.8,54900,? 350.00,"? 1,92,15,000.00",Popular,
Mulund,The Food Town,4.4,1856,"2nd Shop, Samriddhi commercial complex, madan mohan malvia road Near telephone exchange, opp. rally wolff, Mulund West, Mumbai, Maharashtra 400080, India",19.1719714,72.9418494,8166.4,46400,? 450.00,"? 2,08,80,000.00",Popular,
Mulund,Kadam's Cafe,3.9,769,"Shop number 6 , PMJP COLONY MHADA, near fire brigade, Gavanpada, Mulund East, Mumbai, Maharashtra 400081, India",19.1746899,72.9659349,2999.1,19225,? 350.00,"? 67,28,750.00",Average,
Mulund,Poetry by Love and Cheesecake,4,160,"Shop No 37, R Galleria, RUNWAL GREENS, Mulund - Goregaon Link Rd, Nahur West, Industrial Area, W, Mumbai, Maharashtra 400078, India",19.1607769,72.9453764,640,4000,? 350.00,"? 14,00,000.00",Popular,
Mulund,The Belgian Waffle Co,4.2,1621,"Shop Number 5, Rohini Residency, MG Road, Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.1763105,72.9516637,6808.2,40525,? 350.00,"? 1,41,83,750.00",Popular,
Mulund,Caf?? Coffee Day,3.9,703,"CTS No 762, Ground Floor, Krishnai Apartment, 90 Feet Rd, Sane Guruji Nagar, Mulund East, Mumbai, Maharashtra 400081, India",19.1678373,72.9610062,2741.7,17575,? 350.00,"? 61,51,250.00",Average,
Mulund,College kattaa cafe - Best cafe in Mulund East,5,12,"Shop no 14, Anutham chs, VB Phadake Rd, opp. MARATHA MANDAL HALL, Ambedkar Nagar, Sane Guruji Nagar, Mulund East, Mumbai, Maharashtra 400081, India",19.1651753,72.9588106,60,300,? 550.00,"? 1,65,000.00",Premium,
Mulund,Baithack Yogi Hills,4.7,143,"BAITHACK- TASTE OF KULHAD, SHOP NO. 10 SILVER BIRCH CHS, SWAPNA NAGARI VASANT GARDEN ROAD, 400080, Mulund West, Maharashtra 400080, India",19.1808403,72.9391383,672.1,3575,? 550.00,"? 19,66,250.00",Premium,
Mulund,Sandeep Restaurant & bar,4.2,3157,"Chandra Darshan Building, Murar Rd, Mulund West, Mumbai, Maharashtra 400080, India",19.1757122,72.9521144,13259.4,78925,? 350.00,"? 2,76,23,750.00",Popular,
Mulund,Play Cafe,4.9,70,"The Playce, Marathon Maxima, LBS Road, Mulund West, beside Sonapur, Signal, Mumbai, Maharashtra 400080, India",19.164367,72.9372441,343,1750,? 550.00,"? 9,62,500.00",Premium,
Mulund,The House of Bakers,3.8,72,"RUNWAL GREENS, 73 R Galleria, Mulund West, Mumbai, Maharashtra 400080, India",19.1595563,72.9448829,273.6,1800,? 350.00,"? 6,30,000.00",Average,
Mulund,Cafe Point veg&nonveg,4.3,50,"Opp Ganesh Talkies londe mahal, Station Rd, Mulund East, Mumbai, Maharashtra 400081, India",19.1706818,72.9566714,215,1250,? 350.00,"? 4,37,500.00",Popular,
Mulund,Udupi 2 Mumbai,4.2,848,"Shop no.4,5 & 6, Samriddhi CSL, Madan Mohan Malviya Rd, near MTNL Telephone Exchange, P&T Staff Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1719112,72.942,3561.6,21200,? 350.00,"? 74,20,000.00",Popular,
Mulund,Desire Instant Chai,4.7,99,"Shop no 2, Akruti Elegance, Akruti Elegance Cooperative Housing Society, VB Phadake Rd, Gavanpada, Mahakali Nagar, Mulund East, Mumbai, Maharashtra 400081, India",19.1722176,72.9625984,465.3,2475,? 550.00,"? 13,61,250.00",Premium,
Mulund,Delhi Se - Mulund,4.4,845,"Purushottam Kheraj Rd, Gokulesh Society, St Pius Colony, Mulund West, Mumbai, Maharashtra 400080, India",19.1687625,72.9460078,3718,21125,? 450.00,"? 95,06,250.00",Popular,
Mulund,Starbucks,4.4,2035,"Ground Floor, Runwal Greens Complex, Mulund - Goregaon Link Rd, Nahur West, Industrial Area, Mulund West, Mumbai, Maharashtra 400080, India",19.161275,72.944357,8954,50875,? 450.00,"? 2,28,93,750.00",Popular,
Mulund,Pan Di Tikki - PDT,4.8,522,"Shop No 4,Matruchhaya,Dreamland Bungalows, Jai Shastri Nagar, Mulund Colony, Mulund West, Mumbai, Maharashtra 400082, India",19.1712292,72.9335196,2505.6,13050,? 550.00,"? 71,77,500.00",Premium,
Mulund,HotBox Cafe,4.8,143,"Shop no. 26, Jakat Naka Shopping Society, opp. to Honda showroom, Sector Number 2, Shree Nagar, Thane West, Thane, Maharashtra 400604, India",19.1895783,72.9450829,686.4,3575,? 550.00,"? 19,66,250.00",Premium,
Mulund,CYBER CAFE AND GAMING ZONE,4.5,233,"B.P.S BHAVAN NO. 2, JALARAM ASHISH COMPOUND, Devi Dayal Rd, Mulund West, Mumbai, Maharashtra 400080, India",19.1756879,72.9481291,1048.5,5825,? 450.00,"? 26,21,250.00",Premium,
Mulund,Bustling Brew Bistro Cafe,4.5,514,"Shop No. 9, Amfotech IT Park, SG Barve Rd, Wagle Industrial Estate, Thane West, Thane, Maharashtra 400604, India",19.1917272,72.9548166,2313,12850,? 450.00,"? 57,82,500.00",Premium,
Mulund,Thambbi Veg Restaurant,4.1,2445,"Commercial, Opp, WING-B, Nirmal Lifestyle Mall, Lal Bahadur Shastri Marg, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080, India",19.1648526,72.9381225,10024.5,61125,? 350.00,"? 2,13,93,750.00",Popular,
Mulund,Sabby's Cafe,4.4,19,"Shop no 4, Bramhjyoti, Dr Ambedkar Rd, Vidya Vihar, Mulund West, Mumbai, Maharashtra 400080, India",19.1721314,72.9506817,83.6,475,? 450.00,"? 2,13,750.00",Popular,
Mulund,HOUSE OF DELICIOUS,4.9,15,"Shop No 06, Meghdoot Apt, Purushottam Kheraj Rd, opp. Kalidas AuditoriumLll Road, Mulund, Mulund West, Mumbai, Maharashtra 400080, India",19.1731601,72.9495387,73.5,375,? 550.00,"? 2,06,250.00",Premium,
Mulund,MG - South Indian Restaurant in Mulund,4.8,436,"Shop no. 13/14B, Bodke Building, opp. Mulund Railway Station, near by McDonald's, Mulund West, Mumbai, Maharashtra 400080, India",19.1728811,72.9566236,2092.8,10900,? 550.00,"? 59,95,000.00",Premium,
