Area,Name,Rating,Total Ratings,Address,Latitude,Longitude,Popularity Score,Estimated Monthly Visitors,Average Spend,Estimated Revenue,Cafe Category,
Andheri,Aromas Cafe & Bistro,4.2,1373,"Shop no-13/14/19, Beside Oshiwara police station, Ground floor, Oshiwara link plaza, Mhada Colony, Andheri West, Mumbai, Maharashtra 400102, India",19.1482221,72.8315771,5766.6,34325,? 350.00,"? 1,20,13,750.00",Popular,
Andheri,Leaping Windows,4.6,2125,"Corner View, 3, Dr.Ashok Chopra Marg, Opp. Bianca Towers, Amit Nagar, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.1387888,72.81339,9775,53125,? 450.00,"? 2,39,06,250.00",Premium,
Andheri,Bombay To Barcelona Library Cafe,4.6,2589,"Timmy Arcade, 778, Makwana Rd, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059, India",19.1094204,72.8811811,11909.4,64725,? 450.00,"? 2,91,26,250.00",Premium,
Andheri,The Homemade Cafe,4.3,1780,"Shop No. 4, 41, kaveri Building, Near, Oshiwara Police Station Rd, Anand Nagar, Andheri West, Mumbai, Maharashtra 400102, India",19.1495433,72.8316975,7654,44500,? 350.00,"? 1,55,75,000.00",Popular,
Andheri,Poolside Cafe,4.2,442,"VITS Hotel, International Airport Zone, Andheri - Kurla Rd, Bhim Nagar, Andheri East, Mumbai, Maharashtra 400059, India",19.111668,72.871333,1856.4,11050,? 350.00,"? 38,67,500.00",Popular,
Andheri,Momo Cafe,4.3,875,"CTS 215, Andheri - Kurla Rd, opposite Carnival Cinemas, Hanuman Nagar, Andheri East, Mumbai, Maharashtra 400059, India",19.113822,72.8641022,3762.5,21875,? 350.00,"? 76,56,250.00",Popular,
Andheri,Caf?? Coffee Day,3.9,1248,"Gokul Regency, V.M Shah Marg, Taruvel CHS, Wing-C, J B Nagar, Andheri East, Andheri, Mumbai, Maharashtra 400099, India",19.1068725,72.8638823,4867.2,31200,? 350.00,"? 1,09,20,000.00",Average,
Andheri,Cafe Holiday Versova,4.3,763,"Social, Meera Apts, 7/11, Juhu Versova Link Rd, opp. Versova, Gharkul Society, Seven Bunglow, Andheri West, Mumbai, Maharashtra 400053, India",19.1265453,72.8208821,3280.9,19075,? 350.00,"? 66,76,250.00",Popular,
Andheri,145 Andheri,4.3,2392,"Plot no B, Ghanshyam Chambers, 1st Floor, Andheri West Above RBL Bank, Opp Citi Mall, New Link Rd, Veera Desai Industrial Estate, Mumbai, Maharashtra 400053, India",19.1393467,72.832315,10285.6,59800,? 350.00,"? 2,09,30,000.00",Popular,
Andheri,Love & Latte Lokhandwala,4.2,3561,"Shop 7, Ground Flr, N G Eclat, Millat Nagar External Rd, Yamuna Nagar, Andheri West, Mumbai, Maharashtra 400047, India",19.1495711,72.828069,14956.2,89025,? 350.00,"? 3,11,58,750.00",Popular,
Andheri,Pachinco - Cafe & More,4.3,69,"Ground Floor, Crescent Royale, Veera Desai Road, off link road Behind Crescent Tower, Andheri West, Mumbai, Maharashtra 400053, India",19.1400398,72.8349985,296.7,1725,? 350.00,"? 6,03,750.00",Popular,
Andheri,Blue Tokai Coffee Roasters | Versova,4.3,1315,"Shop Number 6, JP Rd, opposite Palm Beach Apartment, Aram Nagar Part 1, Machlimar, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.132837,72.8123491,5654.5,32875,? 350.00,"? 1,15,06,250.00",Popular,
Andheri,Caf?? Barra 12,4.7,187,"Shop No.4, Varsha Apartments, Gharkul Society, Seven Bunglow, Andheri West, Mumbai, Maharashtra 400061, India",19.1286255,72.819467,878.9,4675,? 550.00,"? 25,71,250.00",Premium,
Andheri,Gallery cafe,4.5,983,"Cluster_mumbai Suburban_714, X - 22, MIDC Central Rd, Hanuman Nagar, Andheri East, Mumbai, Maharashtra 400093, India",19.1175841,72.8647278,4423.5,24575,? 450.00,"? 1,10,58,750.00",Premium,
Andheri,CocoBroma Coffee Cafe Andheri west,4.7,154,"Shop no 12, Sterling apt, Sundervan Complex, Shastri Nagar, Andheri West, Mumbai, Maharashtra 400053, India",19.1374154,72.8271903,723.8,3850,? 550.00,"? 21,17,500.00",Premium,
Andheri,Love & Latte Versova,4.4,1732,"10A&B, JP Rd, Aram Nagar Part 2, Machlimar, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.1329998,72.8122622,7620.8,43300,? 450.00,"? 1,94,85,000.00",Popular,
Andheri,Coffee By Di Bella Versova,4.1,2877,"CHS, LTD, Beach Queen Apartments, Shop no 6 and 7, JP Rd, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.133372,72.8115369,11795.7,71925,? 350.00,"? 2,51,73,750.00",Popular,
Andheri,Coffee By Di Bella Lokhandwala,4.2,1740,"Shop 16, Plot 98-A/116, Greenville Co-Operative Housing Society Limited,, Opposite Samarth Vaibhav Lokhandwala Complex, Andheri Lokhandwala, Andheri, West, Mumbai, Maharashtra 400053, India",19.1467306,72.8286784,7308,43500,? 350.00,"? 1,52,25,000.00",Popular,
Andheri,Third Wave Coffee,4.7,778,"Spring Leaf Cooperative Housing Society, JP Rd, opposite to Nana Nani Garden, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.1289871,72.8176584,3656.6,19450,? 550.00,"? 1,06,97,500.00",Premium,
Andheri,Roots Cafe,4.1,158,"Airport Rd, Bori Colony, Marol, Andheri East, Mumbai, Maharashtra 400059, India",19.1096771,72.8759816,647.8,3950,? 350.00,"? 13,82,500.00",Popular,
Andheri,Starbucks,4.3,2431,"E, SN 5, Kanakia Wall St, Andheri - Kurla Rd, near KFC, A-Wing, Chakala, Hanuman Nagar, Andheri, Mumbai, Maharashtra 400053, India",19.1147595,72.8611471,10453.3,60775,? 350.00,"? 2,12,71,250.00",Popular,
Andheri,Third Wave Coffee,4.7,1110,"Ground floor, Green Ville CHS, opposite Samarth Vaibhav, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India",19.1466111,72.828695,5217,27750,? 550.00,"? 1,52,62,500.00",Premium,
Andheri,DinshawÉ??s Xpress Cafe,4.1,958,"Shop No.6, Windermere, New Link Rd, off Oshiwara, Mhada Colony, Andheri West, Mumbai, Maharashtra 400053, India",19.1525282,72.8312724,3927.8,23950,? 350.00,"? 83,82,500.00",Popular,
Andheri,Da Studio Cafe,4.6,93,"Ground floor , Plot No 1 , Compound. 1, Marol Cooperative Industrial Estate, Marol Maroshi Rd, Marol, Andheri East, Mumbai, Maharashtra 400059, India",19.1131891,72.8821277,427.8,2325,? 450.00,"? 10,46,250.00",Premium,
Andheri,The Trans Cafe,4.7,91,"Bunglow 30/33, Old, Mhada Rd, opposite Laxmi Dairy, near Hanuman Mandir Lane, SV Patel Nagar, Andheri West, Mumbai, Maharashtra 400053, India",19.136252,72.8213442,427.7,2275,? 550.00,"? 12,51,250.00",Premium,
Andheri,Ohh My Dog Pefe,4.6,3035,"Pratisthan Bunglow,Yamuna Nagar, Back Road, opp. Fairy Land School, beside RNA Eclat, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India",19.1497092,72.8270208,13961,75875,? 450.00,"? 3,41,43,750.00",Premium,
Andheri,CAFE MAROL,3.9,2876,"Shop no : 1, 2 ,3, Everjoy Apartments, opp: silver inn, Bori Colony, Marol, Andheri East, Mumbai, Maharashtra 400059, India",19.1114306,72.8786411,11216.4,71900,? 350.00,"? 2,51,65,000.00",Average,
Andheri,JW Cafe,4.6,2453,"Chhatrapati Shivaji International Airport Area, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India",19.103168,72.877702,11283.8,61325,? 450.00,"? 2,75,96,250.00",Premium,
Andheri,Idlay Cafe (Western Express Highway),4.7,167,"82, Andheri - Kurla Rd, near Cine Magic Cinema, Gundavali, Andheri East, Mumbai, Maharashtra 400093, India",19.1156727,72.8569454,784.9,4175,? 550.00,"? 22,96,250.00",Premium,
Andheri,Prithvi Cafe,4.4,18396,"Apartment, Alongside, Prithvi Theatre, 20, Juhu Rd, Janki Kutir, Juhu, Mumbai, Maharashtra 400049, India",19.1061292,72.8257094,80942.4,459900,? 450.00,"? 20,69,55,000.00",Popular,
Andheri,Magari,4.1,431,"Jawaharban Apartment, Magari, Shop Number 9, society, opposite Kokilaben Hospital, Four Bungalows, Andheri West, Mumbai, Maharashtra 400053, India",19.1307759,72.8262078,1767.1,10775,? 350.00,"? 37,71,250.00",Popular,
Andheri,The Backyard Brew,4.5,518,"Shop No. 1 & 2, Poseidon Apartment, Inlaks Nagar, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.1411115,72.8129746,2331,12950,? 450.00,"? 58,27,500.00",Premium,
Andheri,TBHC -The Buddies Huddle Cafe,4.2,415,"Shop No. 5, Ameya House CHSL, Mumbai, Maharashtra 400058, India",19.1273277,72.8383762,1743,10375,? 350.00,"? 36,31,250.00",Popular,
Andheri,The Turquoise Bean Cafe,4.3,156,"Oberoi Raviraj Complex, Shop No. 14, Mayfair Apartment, New Link Rd, Andheri West, Mumbai, Maharashtra 400053, India",19.13676,72.8293734,670.8,3900,? 350.00,"? 13,65,000.00",Popular,
Andheri,Cafe White Lama - European Eatery,4.1,459,"Shop No.1, Samarth Vaibhav, Society, Lokhandwala Rd, near IDBI Bank, Tarapore Gardens, Oshiwara, Andheri West, Mumbai, Maharashtra 400102, India",19.1470607,72.8292694,1881.9,11475,? 350.00,"? 40,16,250.00",Popular,
Andheri,Pair A Dice Cafe,4.2,1199,"1st Floor, Link Plaza Commercial Complex, 53, above Fire Bowl Restaurant, Andheri West, Mumbai, Maharashtra 400102, India",19.148246,72.8315773,5035.8,29975,? 350.00,"? 1,04,91,250.00",Popular,
Andheri,Cafe Tandoor 69,4.9,340,"Flt No - 31, Sai Kripa Compound Telli Galli Road, Outhouse, near Imperial Hotel, Andheri East, Mumbai, Maharashtra 400069, India",19.1173728,72.8505042,1666,8500,? 550.00,"? 46,75,000.00",Premium,
Andheri,"Idlay Cafe, J.B Nagar, Andheri ( E )",4.6,805,"Shop no 9, Srinivas, Ashish Apartment, Shriniwas Bagarka Rd, Akal Society, Kanti Nagar, J B Nagar, Andheri East, Mumbai, Maharashtra 400059, India",19.1080965,72.8646534,3703,20125,? 450.00,"? 90,56,250.00",Premium,
Andheri,Starbucks,4.4,2721,"No 8, GF, Infiniti Mall, New Link Rd Kavivar, Pandit Indra Marg, next to Raheja Classique Complex, Oshiwara, Mumbai, Maharashtra 400053, India",19.1414982,72.8314467,11972.4,68025,? 450.00,"? 3,06,11,250.00",Popular,
Andheri,Caf?? Coffee Day,3.9,965,"Shop.No 2, Bharat Ark, Veera Desai Rd, Mhada Colony, Azad Nagar, Andheri West, Mumbai, Maharashtra 400053, India",19.1305314,72.8374181,3763.5,24125,? 350.00,"? 84,43,750.00",Average,
Andheri,BEST BUDDY'S CAFE,4.1,135,"SHOP NO. 1, BUILDING NO. 42, MATRUCHHAY CHSL, Oshiwara Police Station Road, ,Andheri West, Mumbai, Maharashtra 400102, India",19.1497865,72.8317348,553.5,3375,? 350.00,"? 11,81,250.00",Popular,
Andheri,Barista,3.9,1127,"Shop no. 2, Reporters Bungalow, 120, Swami Vivekananda Rd, nr. Shoppers Stop, Navpada, Andheri West, Mumbai, Maharashtra 400058, India",19.1137748,72.8417439,4395.3,28175,? 350.00,"? 98,61,250.00",Average,
Andheri,Barista Coffee,4.1,445,"Shop No Gala No.2, Part 1, JP Rd, Aram Nagar Part 1, Aram Nagar, Versova, Andheri West, Mumbai, Maharashtra 400061, India",19.1310477,72.8138666,1824.5,11125,? 350.00,"? 38,93,750.00",Popular,
Andheri,Blue Tokai Coffee Roasters | Andheri East,4.3,186,"Unit G-2, Amba Shanti Chambers, Andheri - Kurla Rd, Bori Colony, Vijay Nagar Colony West, Marol, Andheri East, Mumbai, Maharashtra 400056, India",19.110417,72.874232,799.8,4650,? 350.00,"? 16,27,500.00",Popular,
Andheri,Cafe Lounge - Kohinoor Continental,4.1,51,"Lobby, Hotel Kohinoor Continental, Andheri - Kurla Rd, J B Nagar, Andheri East, Mumbai, Maharashtra 400059, India",19.1122676,72.8679877,209.1,1275,? 350.00,"? 4,46,250.00",Popular,
Andheri,Cafe Bharat,3.9,895,"Shetty Building, Swami Vivekananda Rd, Fish Market Area, Navneeth Colony, Andheri West, Mumbai, Maharashtra 400058, India",19.1230381,72.8466541,3490.5,22375,? 350.00,"? 78,31,250.00",Average,
Andheri,GinGin Cafe and Bar,3.8,251,"4th floor, westside, Sai Kanwal corporation, 427/428, JP Rd, off indira nagar, opposite Cosmos Plaza, Sonal Co operative Hsg Society, Manish Nagar, Four Bungalows, Andheri West, Andheri, Mumbai, Maharashtra 400053, India",19.1283322,72.8291926,953.8,6275,? 350.00,"? 21,96,250.00",Average,
Andheri,Cafe savera,4,1037,"Shop no2, shukhmani building, Swami Vivekananda Rd, near fedai baug, opp. Nadco market, Shree Ram Nagar, Andheri West, Mumbai, Maharashtra 400058, India",19.1185026,72.8448229,4148,25925,? 350.00,"? 90,73,750.00",Popular,
Andheri,Cafe Popo,3.8,168,"36, Lallubhai Park Rd, Andheri West, Mumbai, Maharashtra 400058, India",19.1130949,72.844557,638.4,4200,? 350.00,"? 14,70,000.00",Average,
Andheri,"Coffee By Di Bella, Sher E Punjab",4.3,100,"Shop no.1 & 2, New Malinee Chs Ldt, Mahakali Caves Rd, opposite Cannosa School, Subhash Nagar, Andheri East, Mumbai, Maharashtra 400093, India",19.124683,72.8648082,430,2500,? 350.00,"? 8,75,000.00",Popular,
Andheri,Opa! Bar & Cafe,3.9,929,"Sakinaka Junction Hotel Peninsula Grand, Lokmanya Tilak Nagar, Andheri East, Mumbai, Maharashtra 400072, India",19.1024026,72.8884132,3623.1,23225,? 350.00,"? 81,28,750.00",Average,
Andheri,Vaibhav Cafe,4,3464,"Ground Floor, Syndicate Chamber, opp. Sahar Road, Railway Colony, Andheri East, Mumbai, Maharashtra 400069, India",19.1177874,72.8482205,13856,86600,? 350.00,"? 3,03,10,000.00",Popular,
Andheri,KEFI Eatery & Cafe,4.7,78,"Shop No. 11, Mayfair Apartments, Sundervan Complex Rd, near Hotel Empressa, Shastri Nagar, Andheri West, Mumbai, Maharashtra 400053, India",19.1367998,72.8293381,366.6,1950,? 550.00,"? 10,72,500.00",Premium,
Andheri,Cafe O,4.1,259,"2, Sagar Pallazio, Sakinaka, Magan Nathuram Rd, opposite Hotel Chakra, Safed Pul, Andheri East, Mumbai, Maharashtra 400072, India",19.1033051,72.8863421,1061.9,6475,? 350.00,"? 22,66,250.00",Popular,
Andheri,ESPATO - My Learn Coffee,4.5,50,"Shop No. 14, Karthik Complex, New Link Rd, opp. Laxmi Business Park, Veera Desai Industrial Estate, Andheri West, Mumbai, Maharashtra 400053, India",19.1359177,72.8326154,225,1250,? 450.00,"? 5,62,500.00",Premium,
Andheri,DAILY TRIP CAFE,4.9,49,"SHOP NO 29, Link Plaza Commercial Complex, near Om Heera Panna Mall, Mhada Colony, Andheri West, Mumbai, Maharashtra 400053, India",19.1487924,72.8320241,240.1,1225,? 550.00,"? 6,73,750.00",Premium,
Andheri,Moon Shine Cafe and Bar,4,796,"4RQJ+QR3, Veera Desai Industrial Estate, Andheri West, Mumbai, Maharashtra 400047, India",19.1393786,72.8320432,3184,19900,? 350.00,"? 69,65,000.00",Popular,
Andheri,Kruti Coffee Oshiwara,4.7,242,"Plot R, Ekdant Society, 13, Bhau Tatoba Toraskar Marg, near Ganapati Temple, Oshiwara, Andheri West, Mumbai, Maharashtra 400053, India",19.1502813,72.8318059,1137.4,6050,? 550.00,"? 33,27,500.00",Premium,
Andheri,Pachinco Andheri East,4.2,69,"Near Andheri, Metro Station Andheri, Sir M.V. Road, Andheri - Kurla Rd, E, Mumbai, Maharashtra 400069, India",19.1186027,72.8522021,289.8,1725,? 350.00,"? 6,03,750.00",Popular,
Goregaon,Coffee Connect Food Pvt Ltd.,4.3,492,"SHOP NO.8, Tulsi Deep CHS Ltd, Swami Vivekananda Rd, next to Enrich Salon, Kumud Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",19.1571333,72.845751,2115.6,12300,? 350.00,"? 43,05,000.00",Popular,
Goregaon,Lord's Cafe,4.6,160,"Shop No.6, Topiwala CHS, Station-West, opp. Topiwala Mall, Kakaji Nagar, Jawahar Nagar, Goregaon, Mumbai, Maharashtra 400104, India",19.1636742,72.8472955,736,4000,? 450.00,"? 18,00,000.00",Premium,
Goregaon,Mumbai Times Cafe,4.6,101,"Emerald Club, Royal Palms, Aarey Colony, Goregaon, Mumbai, Maharashtra 400065, India",19.1558775,72.8863469,464.6,2525,? 450.00,"? 11,36,250.00",Premium,
Goregaon,Blue Tokai Coffee Roasters | Goregaon West,4.2,94,"Shop No 7, Ekta Tripolis, Siddharth Nagar Rd, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104, India",19.1544177,72.8434155,394.8,2350,? 350.00,"? 8,22,500.00",Popular,
Goregaon,Farzi Cafe,4.3,3749,"Unit no- 2, Third floor, Oberoi Mall, Off, Western Urban Rd, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1737259,72.860708,16120.7,93725,? 350.00,"? 3,28,03,750.00",Popular,
Goregaon,Arkish cafe,4.6,208,"Shop no 15,M.C.G.M. Shopping center, Mahatma Gandhi Rd, Mitha Nagar, Goregaon West, w, Maharashtra 400104, India",19.1620675,72.8368215,956.8,5200,? 450.00,"? 23,40,000.00",Premium,
Goregaon,Third Wave Coffee,4.7,648,"Third Floor, Oberoi Mall, Unit T, off Western Urban Road, beside PVR, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1740101,72.8609928,3045.6,16200,? 550.00,"? 89,10,000.00",Premium,
Goregaon,Blue Tokai Coffee Roasters | Goregaon East,4.5,30,"Shop No.2, Ground Floor, Om shree Ganesh Building, Vishveshwar Nagar Rd, opp. ICICI bank, Churi Wadi, Goregaon, Mumbai, Maharashtra 400063, India",19.1679253,72.8543309,135,750,? 450.00,"? 3,37,500.00",Premium,
Goregaon,West End Bistro,4.7,288,"Shop no. 9, Shauket Mansion, Aarey Fatak road, opp. DNS bank, Goregaon West, Mumbai, Maharashtra 400104, India",19.1665008,72.847349,1353.6,7200,? 550.00,"? 39,60,000.00",Premium,
Goregaon,Cooling Tower Cafe,3.8,154,"NIRLON KNOWLEDGE PARK, Pahadi Village Off, Western Express Highway, Cama Industrial Estate, Goregaon, Mumbai, Maharashtra 400063, India",19.1557667,72.8536135,585.2,3850,? 350.00,"? 13,47,500.00",Average,
Goregaon,Crank It! Cafe,4.8,35,"B/204, behind Mastermind 3, next to Moroccan Apts, Royal Palms Estate, Aarey Colony, Goregaon, Mumbai, Maharashtra 400063, India",19.1546649,72.8867949,168,875,? 550.00,"? 4,81,250.00",Premium,
Goregaon,Starbucks,4.3,2473,"Oberoi Garden City, Oberoi Mall, G1 & G2, near International Business Park, Goregaon, Mumbai, Maharashtra 400063, India",19.1740458,72.8604875,10633.9,61825,? 350.00,"? 2,16,38,750.00",Popular,
Goregaon,Olive Bistro,4.1,2243,"Third Floor, Oberoi Mall General AK Vidya Marg, Western Urban Rd, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1741077,72.8606026,9196.3,56075,? 350.00,"? 1,96,26,250.00",Popular,
Goregaon,Coffee By Di Bella Exclusive Malad,4.2,1581,"Movie Time Cinema, Shop 3, Ground Floor, A-2 Wing Jagdamba Commercial Complex, New Link Rd, Kanchpada, Malad West, Mumbai, Maharashtra 400064, India",19.1891593,72.8346764,6640.2,39525,? 350.00,"? 1,38,33,750.00",Popular,
Goregaon,Poetry by Love and Cheesecake,4.5,117,"Oberoi Mall, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.173808,72.8605943,526.5,2925,? 450.00,"? 13,16,250.00",Premium,
Goregaon,Third Wave Coffee,5,149,"Shop Unit No. 8, Ekta Tripolis, Siddharth Nagar Rd, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104, India",19.1543743,72.8434158,745,3725,? 550.00,"? 20,48,750.00",Premium,
Goregaon,Cafe Dlite,4,75,"5, Tirupati Udyog, I. B. Patel Road, Off, Western Urban Rd, Unnat Nagar, Jay Prakash Nagar, Goregaon, Mumbai, Maharashtra 400063, India",19.161906,72.8574014,300,1875,? 350.00,"? 6,56,250.00",Popular,
Goregaon,Starbucks,4.2,877,"GF, Lobby Commerz 2, International Business Park, near Western Urban Road, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1715971,72.8603234,3683.4,21925,? 350.00,"? 76,73,750.00",Popular,
Goregaon,Sufi Irani Cafe,4.3,397,"5V95+VMX, Dudhsagar Society, Aarey Colony, Goregaon, Mumbai, Maharashtra 400063, India",19.1697272,72.8592329,1707.1,9925,? 350.00,"? 34,73,750.00",Popular,
Goregaon,Slay Coffee,3.6,38,"Shop 36, Virwani Industrial Estate, Western Urban Rd, Hanuman Tekdi, Goregaon West, Mumbai, Maharashtra 400063, India",19.1713342,72.8572712,136.8,950,? 350.00,"? 3,32,500.00",Average,
Goregaon,Caf?? Coffee Day,4.1,686,"D-2, CHS Limited, Shop No.14 & 15, Satellite Garden Phase 2, Azad Nagar, Gokuldham Colony, Goregaon, Mumbai, Maharashtra 400063, India",19.1731413,72.8738393,2812.6,17150,? 350.00,"? 60,02,500.00",Popular,
Goregaon,Goregaon SOCIAL,4.1,4463,"Oberoi Mall, Western Urban Rd, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.173808,72.8605943,18298.3,111575,? 350.00,"? 3,90,51,250.00",Popular,
Goregaon,Caf?? IDlish Goregaon,4.1,639,"4S Mini Madras Cafe, Gokuldham Shopping Centre, 10, Aba Karmarkar Rd, near Royal Challenge Restaurant, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1742706,72.8633193,2619.9,15975,? 350.00,"? 55,91,250.00",Popular,
Goregaon,The Homemade Cafe,4.3,1780,"Shop No. 4, 41, kaveri Building, Near, Oshiwara Police Station Rd, Anand Nagar, Andheri West, Mumbai, Maharashtra 400102, India",19.1495433,72.8316975,7654,44500,? 350.00,"? 1,55,75,000.00",Popular,
Goregaon,The C Spot Cafe,4.7,308,"Shop no 15, Building no 4, ONGC Colony, off Krishna Chandra Marg, beside candies, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India",19.1509744,72.8356675,1447.6,7700,? 550.00,"? 42,35,000.00",Premium,
Goregaon,Aromas Cafe & Bistro,4.2,1373,"Shop no-13/14/19, Beside Oshiwara police station, Ground floor, Oshiwara link plaza, Mhada Colony, Andheri West, Mumbai, Maharashtra 400102, India",19.1482221,72.8315771,5766.6,34325,? 350.00,"? 1,20,13,750.00",Popular,
Goregaon,Garden Alfresco,4.6,105,"4/277 I B Patel Road, Pahadi Rd, behind H.P. Petrol Pump Village, Goregaon, Mumbai, Maharashtra 400063, India",19.1622907,72.8571054,483,2625,? 450.00,"? 11,81,250.00",Premium,
Goregaon,Cafe Sadar Fa,4.1,141,"New Link Rd, Azad Nagar, Colony No 2, Laxmi Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",19.1597887,72.834868,578.1,3525,? 350.00,"? 12,33,750.00",Popular,
Goregaon,The Burrow Cafe,4.1,1473,"Shop 10, 11, 12, Springfield 1, Sunder Ln, Malad, Orlem, Malad West, Mumbai, Maharashtra 400064, India",19.1939738,72.8379641,6039.3,36825,? 350.00,"? 1,28,88,750.00",Popular,
Goregaon,Third Wave Coffee,4.7,1110,"Ground floor, Green Ville CHS, opposite Samarth Vaibhav, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India",19.1466111,72.828695,5217,27750,? 550.00,"? 1,52,62,500.00",Premium,
Goregaon,Cococart & Cafe (Oberoi Mall),4.6,443,"Oberoi Mall, Western Urban Rd, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1738205,72.8610877,2037.8,11075,? 450.00,"? 49,83,750.00",Premium,
Goregaon,White House Cafe,4.5,224,"Shop no 09, rakhsha hospital, near Atharva college, Malad, Charkop Naka, Asmita Jyoti Housing Society, Malad West, Mumbai, Maharashtra 400095, India",19.1966639,72.8273895,1008,5600,? 450.00,"? 25,20,000.00",Premium,
Goregaon,Love & Latte Malad,4.1,2739,"Ground Flr, INTERFACE-11, MDP Rd, behind New Infiniti Mall, off New Link Road, Malad, Mindspace, Malad West, Mumbai, Maharashtra 400064, India",19.1858849,72.83024,11229.9,68475,? 350.00,"? 2,39,66,250.00",Popular,
Goregaon,August Cafe,4.3,2144,"A-3, Sastri Nagar Rd, Sundervan Complex, Shastri Nagar, Andheri West, Mumbai, Maharashtra 400053, India",19.137403,72.8270394,9219.2,53600,? 350.00,"? 1,87,60,000.00",Popular,
Goregaon,The Nature Bar - Goregaon,4.6,28,"Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.1743827,72.8634762,128.8,700,? 450.00,"? 3,15,000.00",Premium,
Goregaon,Tea Pea Caf?? | Best Cafe in Malad | Goregaon,4.2,400,"Shop No.1, Corporate Corner, near Dalmia College, Mandlik Nagar, Sunder Nagar, Malad West, Mumbai, Maharashtra 400104, India",19.1770958,72.8420853,1680,10000,? 350.00,"? 35,00,000.00",Popular,
Goregaon,L'ttle Miss Cafe,4.5,2,"Bungalow no. 114, Smokey & Charlie, Lane No. 1, opposite planet cast, Royal Palms Estate, Aarey Colony, Goregaon, Mumbai, Maharashtra 400065, India",19.1508748,72.8873801,9,50,? 450.00,"? 22,500.00",Premium,
Goregaon,Kitchen Garden by Suzette Oberoi Mall,4.2,191,"Unit No 07, 2nd Floor, Oberoi Mall, off Western Urban Road, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",19.173808,72.8605943,802.2,4775,? 350.00,"? 16,71,250.00",Popular,
Goregaon,"Cafe Delhi Heights, Inorbit Mall, Malad",3.6,242,"Unit No. 1, Second Floor, Inorbit Mall, New Link Rd, Malad, Malad West, Mumbai, Maharashtra 400064, India",19.1730397,72.8358951,871.2,6050,? 350.00,"? 21,17,500.00",Average,
Goregaon,Fleur Restaurant - The Fern Hotel Goregaon,4.1,1190,"4/277, IB Patel Rd, Behind H.P Petrol, Jay Prakash Nagar, Goregaon, Mumbai, Maharashtra 400063, India",19.1622156,72.8571385,4879,29750,? 350.00,"? 1,04,12,500.00",Popular,
Goregaon,Third Wave Coffee,4.8,1114,"RUNWAL GREENS, Shop No G 40 and G 41, R-Galleria, Mulund - Goregaon Link Rd, Mulund West, Mumbai, Maharashtra 400078, India",19.1608228,72.9453872,5347.2,27850,? 550.00,"? 1,53,17,500.00",Premium,
Goregaon,Trupti's kitchen,5,1,"Anamika (A-52), Sai Rd, Gokuldham Colony, Goregaon, Mumbai, Maharashtra 400063, India",19.1710245,72.869128,5,25,? 550.00,"? 13,750.00",Premium,
Goregaon,Starbucks,4,294,"Lobby, NESCO IT Park, Ram Mandir Rd, NESCO, Goregaon, Mumbai, Maharashtra 400063, India",19.1525918,72.8559308,1176,7350,? 350.00,"? 25,72,500.00",Popular,
Goregaon,The Brew Cafe - Thakur Village,4.5,39,"Shop no: 1, Viceroy Court, Kandivali, Dattani Park, Thakur Village, Kandivali East, Mumbai, Maharashtra 400101, India",19.2135535,72.8726324,175.5,975,? 450.00,"? 4,38,750.00",Premium,
Goregaon,Kruti Coffee Oshiwara,4.7,242,"Plot R, Ekdant Society, 13, Bhau Tatoba Toraskar Marg, near Ganapati Temple, Oshiwara, Andheri West, Mumbai, Maharashtra 400053, India",19.1502813,72.8318059,1137.4,6050,? 550.00,"? 33,27,500.00",Premium,
